5.01e-04, 5.01e-04, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03
5.77e-04, 5.21e-04, 6.70e-04, 6.69e-04, 6.69e-04, 6.68e-04, 6.65e-04, 6.56e-04, 6.48e-04, 6.54e-04, 6.73e-04, 6.94e-04, 7.10e-04, 7.21e-04, 7.31e-04, 7.41e-04, 7.52e-04, 7.62e-04, 7.72e-04, 7.80e-04, 7.82e-04
6.59e-04, 5.44e-04, 4.75e-04, 4.74e-04, 4.73e-04, 4.72e-04, 4.67e-04, 4.56e-04, 4.46e-04, 4.52e-04, 4.76e-04, 5.04e-04, 5.25e-04, 5.40e-04, 5.54e-04, 5.68e-04, 5.82e-04, 5.97e-04, 6.12e-04, 6.24e-04, 6.27e-04
7.52e-04, 5.71e-04, 3.49e-04, 3.47e-04, 3.46e-04, 3.45e-04, 3.39e-04, 3.28e-04, 3.18e-04, 3.24e-04, 3.48e-04, 3.76e-04, 3.97e-04, 4.14e-04, 4.29e-04, 4.44e-04, 4.60e-04, 4.77e-04, 4.93e-04, 5.07e-04, 5.11e-04
5.01e-04, 5.01e-04, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03, 1.00e-03
5.77e-04, 5.21e-04, 6.70e-04, 6.69e-04, 6.69e-04, 6.68e-04, 6.65e-04, 6.56e-04, 6.48e-04, 6.54e-04, 6.73e-04, 6.94e-04, 7.10e-04, 7.21e-04, 7.31e-04, 7.41e-04, 7.52e-04, 7.62e-04, 7.72e-04, 7.80e-04, 7.82e-04
6.59e-04, 5.44e-04, 4.75e-04, 4.74e-04, 4.73e-04, 4.72e-04, 4.67e-04, 4.56e-04, 4.46e-04, 4.52e-04, 4.76e-04, 5.04e-04, 5.25e-04, 5.40e-04, 5.54e-04, 5.68e-04, 5.82e-04, 5.97e-04, 6.12e-04, 6.24e-04, 6.27e-04
7.52e-04, 5.71e-04, 3.49e-04, 3.47e-04, 3.46e-04, 3.45e-04, 3.39e-04, 3.28e-04, 3.18e-04, 3.24e-04, 3.48e-04, 3.76e-04, 3.97e-04, 4.14e-04, 4.29e-04, 4.44e-04, 4.60e-04, 4.77e-04, 4.93e-04, 5.07e-04, 5.11e-04
