1.74e-03, 7.55e-03, 3.36e-09, 3.49e-09, 3.59e-09, 3.71e-09, 4.06e-09, 4.86e-09, 5.69e-09, 5.27e-09, 3.82e-09, 2.69e-09, 2.09e-09, 1.73e-09, 1.47e-09, 1.25e-09, 1.05e-09, 8.76e-10, 7.33e-10, 6.35e-10, 6.16e-10
1.60e-03, 7.07e-03, 3.51e-09, 3.65e-09, 3.75e-09, 3.87e-09, 4.24e-09, 5.09e-09, 5.98e-09, 5.51e-09, 3.96e-09, 2.76e-09, 2.12e-09, 1.76e-09, 1.48e-09, 1.25e-09, 1.05e-09, 8.73e-10, 7.28e-10, 6.30e-10, 6.10e-10
1.47e-03, 6.63e-03, 3.70e-09, 3.85e-09, 3.94e-09, 4.07e-09, 4.46e-09, 5.37e-09, 6.32e-09, 5.81e-09, 4.13e-09, 2.85e-09, 2.17e-09, 1.78e-09, 1.50e-09, 1.26e-09, 1.05e-09, 8.73e-10, 7.26e-10, 6.26e-10, 6.06e-10
1.35e-03, 6.23e-03, 3.93e-09, 4.08e-09, 4.18e-09, 4.31e-09, 4.72e-09, 5.71e-09, 6.74e-09, 6.17e-09, 4.33e-09, 2.95e-09, 2.23e-09, 1.82e-09, 1.52e-09, 1.28e-09, 1.06e-09, 8.75e-10, 7.25e-10, 6.24e-10, 6.03e-10
1.24e-03, 5.86e-03, 4.22e-09, 4.37e-09, 4.47e-09, 4.60e-09, 5.05e-09, 6.12e-09, 7.25e-09, 6.60e-09, 4.58e-09, 3.08e-09, 2.30e-09, 1.87e-09, 1.56e-09, 1.29e-09, 1.07e-09, 8.80e-10, 7.27e-10, 6.24e-10, 6.02e-10
1.14e-03, 5.53e-03, 4.56e-09, 4.72e-09, 4.82e-09, 4.96e-09, 5.44e-09, 6.62e-09, 7.87e-09, 7.13e-09, 4.88e-09, 3.23e-09, 2.40e-09, 1.93e-09, 1.59e-09, 1.32e-09, 1.09e-09, 8.89e-10, 7.31e-10, 6.26e-10, 6.03e-10
1.04e-03, 5.22e-03, 4.98e-09, 5.16e-09, 5.25e-09, 5.39e-09, 5.92e-09, 7.24e-09, 8.64e-09, 7.78e-09, 5.25e-09, 3.42e-09, 2.51e-09, 2.00e-09, 1.64e-09, 1.35e-09, 1.11e-09, 9.01e-10, 7.38e-10, 6.29e-10, 6.05e-10
9.56e-04, 4.94e-03, 5.51e-09, 5.69e-09, 5.78e-09, 5.93e-09, 6.52e-09, 8.01e-09, 9.59e-09, 8.59e-09, 5.70e-09, 3.65e-09, 2.64e-09, 2.09e-09, 1.70e-09, 1.39e-09, 1.13e-09, 9.17e-10, 7.48e-10, 6.35e-10, 6.10e-10
8.76e-04, 4.69e-03, 6.16e-09, 6.35e-09, 6.44e-09, 6.60e-09, 7.26e-09, 8.96e-09, 1.08e-08, 9.59e-09, 6.25e-09, 3.93e-09, 2.80e-09, 2.20e-09, 1.78e-09, 1.44e-09, 1.17e-09, 9.38e-10, 7.61e-10, 6.44e-10, 6.17e-10
8.03e-04, 4.46e-03, 6.98e-09, 7.19e-09, 7.27e-09, 7.43e-09, 8.19e-09, 1.02e-08, 1.23e-08, 1.08e-08, 6.93e-09, 4.27e-09, 3.00e-09, 2.33e-09, 1.86e-09, 1.50e-09, 1.21e-09, 9.64e-10, 7.77e-10, 6.55e-10, 6.27e-10
7.36e-04, 4.26e-03, 8.03e-09, 8.25e-09, 8.33e-09, 8.49e-09, 9.36e-09, 1.17e-08, 1.42e-08, 1.24e-08, 7.78e-09, 4.69e-09, 3.24e-09, 2.48e-09, 1.97e-09, 1.57e-09, 1.25e-09, 9.96e-10, 7.98e-10, 6.70e-10, 6.39e-10
